BOS,DXB,2014-07-01,10	
BOS,DXB,2014-07-02,9	
BOS,DXB,2014-07-03,6	
BOS,DXB,2014-07-04,6	
BOS,DXB,2014-07-05,6	
BOS,DXB,2014-07-06,9	
BOS,DXB,2014-07-07,1	
BOS,DXB,2014-07-08,2	
BOS,DXB,2014-07-09,3	
BOS,DXB,2014-07-10,12	
BOS,DXB,2014-07-11,9	
BOS,DXB,2014-07-12,10	
BOS,DXB,2014-07-13,4	
BOS,DXB,2014-07-14,4	
BOS,DXB,2014-07-15,3	
BOS,DXB,2014-07-16,5	
BOS,DXB,2014-07-17,6	
BOS,DXB,2014-07-18,17	
BOS,DXB,2014-07-19,14	
BOS,DXB,2014-07-20,14	
BOS,DXB,2014-07-21,3	
BOS,DXB,2014-07-22,4	
BOS,DXB,2014-07-23,6	
BOS,DXB,2014-07-24,15	
BOS,DXB,2014-07-25,3	
BOS,DXB,2014-07-26,8	
BOS,DXB,2014-07-27,13	
BOS,DXB,2014-07-28,3	
BOS,DXB,2014-07-29,5	
BOS,DXB,2014-07-30,2	
BOS,DXB,2014-07-31,16	
BOS,DXB,2014-08-01,12	
BOS,DXB,2014-08-02,14	
BOS,DXB,2014-08-03,7	
BOS,DXB,2014-08-04,7	
BOS,DXB,2014-08-05,6	
BOS,DXB,2014-08-06,8	
BOS,DXB,2014-08-07,6	
BOS,DXB,2014-08-08,18	
BOS,DXB,2014-08-09,12	
BOS,DXB,2014-08-11,13	
BOS,DXB,2014-08-12,4	
BOS,DXB,2014-08-13,6	
BOS,DXB,2014-08-14,7	
BOS,DXB,2014-08-15,17	
BOS,DXB,2014-08-16,12	
BOS,DXB,2014-08-17,10	
BOS,DXB,2014-08-18,11	
BOS,DXB,2014-08-19,10	
BOS,DXB,2014-08-20,11	
BOS,DXB,2014-08-21,12	
BOS,DXB,2014-08-22,25	
BOS,DXB,2014-08-23,19	
BOS,DXB,2014-08-24,10	
BOS,DXB,2014-08-25,7	
BOS,DXB,2014-08-26,4	
BOS,DXB,2014-08-27,9	
BOS,DXB,2014-08-28,21	
BOS,DXB,2014-08-29,16	
BOS,DXB,2014-08-30,16	
BOS,DXB,2014-08-31,15	
BOS,DXB,2014-09-01,14	
BOS,DXB,2014-09-02,6	
BOS,DXB,2014-09-03,8	
BOS,DXB,2014-09-04,13	
BOS,DXB,2014-09-05,15	
BOS,DXB,2014-09-06,12	
BOS,DXB,2014-09-07,12	
BOS,DXB,2014-09-08,19	
BOS,DXB,2014-09-09,14	
BOS,DXB,2014-09-10,14	
BOS,DXB,2014-09-11,13	
BOS,DXB,2014-09-12,21	
BOS,DXB,2014-09-13,11	
BOS,DXB,2014-09-14,14	
BOS,DXB,2014-09-15,11	
BOS,DXB,2014-09-16,3	
BOS,DXB,2014-09-17,8	
BOS,DXB,2014-09-18,23	
BOS,DXB,2014-09-19,20	
BOS,DXB,2014-09-20,15	
BOS,DXB,2014-09-21,13	
BOS,DXB,2014-09-22,7	
BOS,DXB,2014-09-23,4	
BOS,DXB,2014-09-24,7	
BOS,DXB,2014-09-25,13	
BOS,DXB,2014-09-26,21	
BOS,DXB,2014-09-27,7	
BOS,DXB,2014-09-28,7	
BOS,DXB,2014-09-29,3	
BOS,DXB,2014-09-30,9	
BOS,DXB,2014-10-01,14	
BOS,DXB,2014-10-02,38	
BOS,DXB,2014-10-03,27	
BOS,DXB,2014-10-04,8	
BOS,DXB,2014-10-05,7	
BOS,DXB,2014-10-06,8	
BOS,DXB,2014-10-07,10	
BOS,DXB,2014-10-08,9	
BOS,DXB,2014-10-09,23	
BOS,DXB,2014-10-10,17	
BOS,DXB,2014-10-11,18	
BOS,DXB,2014-10-12,14	
BOS,DXB,2014-10-13,20	
BOS,DXB,2014-10-14,8	
BOS,DXB,2014-10-15,14	
BOS,DXB,2014-10-16,17	
BOS,DXB,2014-10-17,22	
BOS,DXB,2014-10-18,10	
BOS,DXB,2014-10-19,13	
BOS,DXB,2014-10-20,11	
BOS,DXB,2014-10-21,4	
BOS,DXB,2014-10-22,6	
BOS,DXB,2014-10-23,14	
BOS,DXB,2014-10-24,8	
BOS,DXB,2014-10-25,14	
BOS,DXB,2014-10-26,24	
BOS,DXB,2014-10-27,7	
BOS,DXB,2014-10-28,16	
BOS,DXB,2014-10-29,3	
BOS,DXB,2014-10-30,20	
BOS,DXB,2014-10-31,16	
BOS,DXB,2014-11-01,17	
BOS,DXB,2014-11-02,10	
BOS,DXB,2014-11-03,15	
BOS,DXB,2014-11-04,9	
BOS,DXB,2014-11-05,8	
BOS,DXB,2014-11-06,7	
BOS,DXB,2014-11-07,10	
BOS,DXB,2014-11-08,7	
BOS,DXB,2014-11-09,12	
BOS,DXB,2014-11-10,13	
BOS,DXB,2014-11-11,12	
BOS,DXB,2014-11-12,5	
BOS,DXB,2014-11-13,8	
BOS,DXB,2014-11-14,22	
BOS,DXB,2014-11-15,9	
BOS,DXB,2014-11-16,16	
BOS,DXB,2014-11-17,5	
BOS,DXB,2014-11-18,9	
BOS,DXB,2014-11-19,9	
BOS,DXB,2014-11-20,18	
BOS,DXB,2014-11-21,17	
BOS,DXB,2014-11-22,9	
BOS,DXB,2014-11-23,11	
BOS,DXB,2014-11-24,10	
BOS,DXB,2014-11-25,6	
BOS,DXB,2014-11-26,10	
BOS,DXB,2014-11-27,8	
BOS,DXB,2014-11-28,7	
BOS,DXB,2014-11-29,4	
BOS,DXB,2014-11-30,9	
BOS,DXB,2014-12-01,17	
BOS,DXB,2014-12-02,3	
BOS,DXB,2014-12-03,12	
BOS,DXB,2014-12-04,13	
BOS,DXB,2014-12-05,18	
BOS,DXB,2014-12-06,12	
BOS,DXB,2014-12-07,10	
BOS,DXB,2014-12-08,9	
BOS,DXB,2014-12-09,5	
BOS,DXB,2014-12-10,13	
BOS,DXB,2014-12-11,11	
BOS,DXB,2014-12-12,21	
BOS,DXB,2014-12-13,22	
BOS,DXB,2014-12-14,11	
BOS,DXB,2014-12-15,16	
BOS,DXB,2014-12-16,12	
BOS,DXB,2014-12-17,18	
BOS,DXB,2014-12-18,23	
BOS,DXB,2014-12-19,19	
BOS,DXB,2014-12-20,16	
BOS,DXB,2014-12-21,13	
BOS,DXB,2014-12-22,7	
BOS,DXB,2014-12-23,7	
BOS,DXB,2014-12-24,2	
BOS,DXB,2014-12-25,7	
BOS,DXB,2014-12-26,3	
BOS,DXB,2014-12-27,4	
BOS,DXB,2014-12-28,3	
BOS,DXB,2014-12-29,5	
BOS,DXB,2014-12-31,6	
BOS,DXB,2015-01-01,5	
BOS,DXB,2015-01-02,16	
BOS,DXB,2015-01-03,12	
BOS,DXB,2015-01-04,11	
BOS,DXB,2015-01-05,16	
BOS,DXB,2015-01-06,4	
BOS,DXB,2015-01-07,13	
BOS,DXB,2015-01-08,10	
BOS,DXB,2015-01-09,16	
BOS,DXB,2015-01-10,11	
BOS,DXB,2015-01-11,17	
BOS,DXB,2015-01-12,10	
BOS,DXB,2015-01-13,9	
BOS,DXB,2015-01-14,15	
BOS,DXB,2015-01-15,11	
BOS,DXB,2015-01-16,20	
BOS,DXB,2015-01-17,11	
BOS,DXB,2015-01-18,9	
BOS,DXB,2015-01-19,1	
BOS,DXB,2015-01-20,14	
BOS,DXB,2015-01-21,5	
BOS,DXB,2015-01-22,14	
BOS,DXB,2015-01-23,24	
BOS,DXB,2015-01-24,15	
BOS,DXB,2015-01-25,8	
BOS,DXB,2015-01-26,5	
BOS,DXB,2015-01-27,1	
BOS,DXB,2015-01-28,7	
BOS,DXB,2015-01-29,14	
BOS,DXB,2015-01-30,14	
BOS,DXB,2015-01-31,10	
BOS,DXB,2015-02-01,10	
BOS,DXB,2015-02-02,9	
BOS,DXB,2015-02-03,5	
BOS,DXB,2015-02-04,9	
BOS,DXB,2015-02-05,19	
BOS,DXB,2015-02-06,13	
BOS,DXB,2015-02-07,14	
BOS,DXB,2015-02-08,4	
BOS,DXB,2015-02-09,8	
BOS,DXB,2015-02-10,6	
BOS,DXB,2015-02-11,5	
BOS,DXB,2015-02-12,13	
BOS,DXB,2015-02-13,8	
BOS,DXB,2015-02-14,10	
BOS,DXB,2015-02-15,13	
BOS,DXB,2015-02-16,7	
BOS,DXB,2015-02-17,6	
BOS,DXB,2015-02-18,7	
BOS,DXB,2015-02-19,13	
BOS,DXB,2015-02-20,18	
BOS,DXB,2015-02-21,15	
BOS,DXB,2015-02-22,7	
BOS,DXB,2015-02-23,5	
BOS,DXB,2015-02-24,6	
BOS,DXB,2015-02-25,13	
BOS,DXB,2015-02-26,8	
BOS,DXB,2015-02-27,11	
BOS,DXB,2015-02-28,14	
BOS,DXB,2015-03-01,19	
BOS,DXB,2015-03-02,12	
BOS,DXB,2015-03-03,6	
BOS,DXB,2015-03-04,14	
BOS,DXB,2015-03-05,16	
BOS,DXB,2015-03-06,23	
BOS,DXB,2015-03-07,9	
BOS,DXB,2015-03-08,11	
BOS,DXB,2015-03-09,6	
BOS,DXB,2015-03-10,9	
BOS,DXB,2015-03-11,8	
BOS,DXB,2015-03-12,9	
BOS,DXB,2015-03-13,24	
BOS,DXB,2015-03-14,13	
BOS,DXB,2015-03-15,18	
BOS,DXB,2015-03-16,9	
BOS,DXB,2015-03-17,17	
BOS,DXB,2015-03-18,11	
BOS,DXB,2015-03-19,12	
BOS,DXB,2015-03-20,25	
BOS,DXB,2015-03-21,15	
BOS,DXB,2015-03-22,11	
BOS,DXB,2015-03-23,5	
BOS,DXB,2015-03-24,3	
BOS,DXB,2015-03-25,8	
BOS,DXB,2015-03-26,12	
BOS,DXB,2015-03-27,25	
BOS,DXB,2015-03-28,16	
BOS,DXB,2015-03-29,5	
BOS,DXB,2015-03-30,7	
BOS,DXB,2015-03-31,4	
BOS,DXB,2015-04-01,3	
BOS,DXB,2015-04-02,13	
BOS,DXB,2015-04-03,14	
BOS,DXB,2015-04-04,6	
BOS,DXB,2015-04-05,10	
BOS,DXB,2015-04-06,6	
BOS,DXB,2015-04-07,6	
BOS,DXB,2015-04-08,9	
BOS,DXB,2015-04-09,8	
BOS,DXB,2015-04-10,18	
BOS,DXB,2015-04-11,7	
BOS,DXB,2015-04-12,12	
BOS,DXB,2015-04-13,4	
BOS,DXB,2015-04-14,8	
BOS,DXB,2015-04-15,17	
BOS,DXB,2015-04-16,13	
BOS,DXB,2015-04-17,16	
BOS,DXB,2015-04-18,12	
BOS,DXB,2015-04-19,9	
BOS,DXB,2015-04-20,6	
BOS,DXB,2015-04-21,11	
BOS,DXB,2015-04-22,11	
BOS,DXB,2015-04-23,13	
BOS,DXB,2015-04-24,11	
BOS,DXB,2015-04-25,6	
BOS,DXB,2015-04-26,11	
BOS,DXB,2015-04-27,7	
BOS,DXB,2015-04-28,11	
BOS,DXB,2015-04-29,2	
BOS,DXB,2015-04-30,20	
BOS,DXB,2015-05-01,24	
BOS,DXB,2015-05-02,11	
BOS,DXB,2015-05-03,13	
BOS,DXB,2015-05-04,5	
BOS,DXB,2015-05-05,5	
BOS,DXB,2015-05-06,6	
BOS,DXB,2015-05-07,20	
BOS,DXB,2015-05-08,32	
BOS,DXB,2015-05-09,12	
BOS,DXB,2015-05-10,22	
BOS,DXB,2015-05-11,10	
BOS,DXB,2015-05-12,15	
BOS,DXB,2015-05-13,17	
BOS,DXB,2015-05-14,16	
BOS,DXB,2015-05-15,18	
BOS,DXB,2015-05-16,15	
BOS,DXB,2015-05-17,17	
BOS,DXB,2015-05-18,17	
BOS,DXB,2015-05-19,19	
BOS,DXB,2015-05-20,19	
BOS,DXB,2015-05-21,27	
BOS,DXB,2015-05-22,12	
BOS,DXB,2015-05-23,18	
BOS,DXB,2015-05-24,10	
BOS,DXB,2015-05-25,17	
BOS,DXB,2015-05-26,12	
BOS,DXB,2015-05-27,18	
BOS,DXB,2015-05-28,20	
BOS,DXB,2015-05-29,22	
BOS,DXB,2015-05-30,20	
BOS,DXB,2015-05-31,11	
BOS,DXB,2015-06-01,8	
BOS,DXB,2015-06-02,9	
BOS,DXB,2015-06-03,15	
BOS,DXB,2015-06-04,20	
BOS,DXB,2015-06-05,24	
BOS,DXB,2015-06-06,26	
BOS,DXB,2015-06-07,23	
BOS,DXB,2015-06-08,25	
BOS,DXB,2015-06-09,30	
BOS,DXB,2015-06-10,32	
BOS,DXB,2015-06-11,29	
BOS,DXB,2015-06-12,23	
BOS,DXB,2015-06-13,18	
BOS,DXB,2015-06-14,23	
BOS,DXB,2015-06-15,15	
BOS,DXB,2015-06-16,12	
BOS,DXB,2015-06-17,8	
BOS,DXB,2015-06-18,23	
BOS,DXB,2015-06-19,13	
BOS,DXB,2015-06-20,15	
BOS,DXB,2015-06-21,9	
BOS,DXB,2015-06-22,13	
BOS,DXB,2015-06-23,7	
BOS,DXB,2015-06-24,3	
BOS,DXB,2015-06-25,9	
BOS,DXB,2015-06-26,13	
BOS,DXB,2015-06-27,21	
BOS,DXB,2015-06-28,17	
BOS,DXB,2015-06-29,10	
BOS,DXB,2015-06-30,10	
BOS,DXB,2015-07-01,11	
BOS,DXB,2015-07-02,9	
BOS,DXB,2015-07-03,13	
BOS,DXB,2015-07-04,7	
BOS,DXB,2015-07-05,17	
BOS,DXB,2015-07-06,7	
BOS,DXB,2015-07-07,8	
BOS,DXB,2015-07-08,1	
BOS,DXB,2015-07-09,9	
BOS,DXB,2015-07-10,13	
BOS,DXB,2015-07-11,9	
BOS,DXB,2015-07-12,5	
BOS,DXB,2015-07-13,10	
BOS,DXB,2015-07-14,8	
BOS,DXB,2015-07-15,3	
BOS,DXB,2015-07-16,9	
BOS,DXB,2015-07-17,16	
BOS,DXB,2015-07-18,14	
BOS,DXB,2015-07-19,17	
BOS,DXB,2015-07-20,6	
BOS,DXB,2015-07-21,5	
BOS,DXB,2015-07-22,7	
BOS,DXB,2015-07-23,19	
BOS,DXB,2015-07-24,20	
BOS,DXB,2015-07-25,21	
BOS,DXB,2015-07-26,10	
BOS,DXB,2015-07-27,6	
BOS,DXB,2015-07-28,3	
BOS,DXB,2015-07-29,3	
BOS,DXB,2015-07-30,17	
BOS,DXB,2015-07-31,21	
BOS,DXB,2015-08-01,14	
BOS,DXB,2015-08-02,13	
BOS,DXB,2015-08-03,9	
BOS,DXB,2015-08-04,11	
BOS,DXB,2015-08-05,10	
BOS,DXB,2015-08-06,18	
BOS,DXB,2015-08-07,14	
BOS,DXB,2015-08-08,16	
BOS,DXB,2015-08-09,10	
BOS,DXB,2015-08-10,17	
BOS,DXB,2015-08-11,11	
BOS,DXB,2015-08-12,16	
BOS,DXB,2015-08-13,16	
BOS,DXB,2015-08-14,20	
BOS,DXB,2015-08-15,17	
BOS,DXB,2015-08-16,7	
BOS,DXB,2015-08-17,8	
BOS,DXB,2015-08-18,8	
BOS,DXB,2015-08-19,4	
BOS,DXB,2015-08-20,18	
BOS,DXB,2015-08-21,22	
BOS,DXB,2015-08-22,16	
BOS,DXB,2015-08-23,16	
BOS,DXB,2015-08-24,15	
BOS,DXB,2015-08-25,12	
BOS,DXB,2015-08-26,18	
BOS,DXB,2015-08-27,19	
BOS,DXB,2015-08-28,21	
BOS,DXB,2015-08-29,22	
BOS,DXB,2015-08-30,18	
BOS,DXB,2015-08-31,21	
BOS,DXB,2015-09-01,11	
BOS,DXB,2015-09-02,15	
BOS,DXB,2015-09-03,25	
BOS,DXB,2015-09-04,18	
BOS,DXB,2015-09-05,16	
BOS,DXB,2015-09-06,16	
BOS,DXB,2015-09-07,16	
BOS,DXB,2015-09-08,15	
BOS,DXB,2015-09-09,9	
BOS,DXB,2015-09-10,31	
BOS,DXB,2015-09-11,28	
BOS,DXB,2015-09-12,19	
BOS,DXB,2015-09-13,16	
BOS,DXB,2015-09-14,18	
BOS,DXB,2015-09-15,14	
BOS,DXB,2015-09-16,11	
BOS,DXB,2015-09-17,6	
BOS,DXB,2015-09-18,27	
BOS,DXB,2015-09-19,11	
BOS,DXB,2015-09-20,15	
BOS,DXB,2015-09-21,6	
BOS,DXB,2015-09-22,4	
BOS,DXB,2015-09-23,8	
BOS,DXB,2015-09-24,12	
BOS,DXB,2015-09-25,19	
BOS,DXB,2015-09-26,17	
BOS,DXB,2015-09-27,22	
BOS,DXB,2015-09-28,18	
BOS,DXB,2015-09-29,15	
BOS,DXB,2015-09-30,20	
BOS,DXB,2015-10-01,25	
BOS,DXB,2015-10-02,26	
BOS,DXB,2015-10-03,29	
BOS,DXB,2015-10-04,23	
BOS,DXB,2015-10-05,14	
BOS,DXB,2015-10-06,23	
BOS,DXB,2015-10-07,7	
BOS,DXB,2015-10-08,11	
BOS,DXB,2015-10-09,24	
BOS,DXB,2015-10-10,25	
BOS,DXB,2015-10-11,22	
BOS,DXB,2015-10-12,21	
BOS,DXB,2015-10-13,9	
BOS,DXB,2015-10-14,15	
BOS,DXB,2015-10-15,17	
BOS,DXB,2015-10-16,33	
BOS,DXB,2015-10-17,33	
BOS,DXB,2015-10-18,28	
BOS,DXB,2015-10-19,12	
BOS,DXB,2015-10-20,19	
BOS,DXB,2015-10-21,10	
BOS,DXB,2015-10-22,19	
BOS,DXB,2015-10-23,40	
BOS,DXB,2015-10-24,30	
BOS,DXB,2015-10-25,31	
BOS,DXB,2015-10-26,15	
BOS,DXB,2015-10-27,12	
BOS,DXB,2015-10-28,22	
BOS,DXB,2015-10-29,21	
BOS,DXB,2015-10-30,18	
BOS,DXB,2015-10-31,23	
BOS,DXB,2015-11-01,24	
BOS,DXB,2015-11-02,16	
BOS,DXB,2015-11-03,24	
BOS,DXB,2015-11-04,14	
BOS,DXB,2015-11-05,15	
BOS,DXB,2015-11-06,24	
BOS,DXB,2015-11-07,17	
BOS,DXB,2015-11-08,25	
BOS,DXB,2015-11-09,16	
BOS,DXB,2015-11-10,12	
BOS,DXB,2015-11-11,10	
BOS,DXB,2015-11-12,16	
BOS,DXB,2015-11-13,25	
BOS,DXB,2015-11-14,23	
BOS,DXB,2015-11-15,10	
BOS,DXB,2015-11-16,15	
BOS,DXB,2015-11-17,8	
BOS,DXB,2015-11-18,6	
BOS,DXB,2015-11-19,21	
BOS,DXB,2015-11-20,30	
BOS,DXB,2015-11-21,20	
BOS,DXB,2015-11-22,12	
BOS,DXB,2015-11-23,3	
BOS,DXB,2015-11-24,8	
BOS,DXB,2015-11-25,1	
BOS,DXB,2015-11-26,8	
BOS,DXB,2015-11-27,13	
BOS,DXB,2015-11-28,12	
BOS,DXB,2015-11-29,20	
BOS,DXB,2015-11-30,12	
BOS,DXB,2015-12-01,14	
BOS,DXB,2015-12-02,7	
BOS,DXB,2015-12-03,17	
BOS,DXB,2015-12-04,32	
BOS,DXB,2015-12-05,25	
BOS,DXB,2015-12-06,15	
BOS,DXB,2015-12-07,6	
BOS,DXB,2015-12-08,14	
BOS,DXB,2015-12-09,8	
BOS,DXB,2015-12-10,29	
BOS,DXB,2015-12-11,34	
BOS,DXB,2015-12-12,24	
BOS,DXB,2015-12-13,13	
BOS,DXB,2015-12-14,15	
BOS,DXB,2015-12-15,17	
BOS,DXB,2015-12-16,41	
BOS,DXB,2015-12-17,28	
BOS,DXB,2015-12-18,33	
BOS,DXB,2015-12-19,50	
BOS,DXB,2015-12-20,31	
BOS,DXB,2015-12-21,24	
BOS,DXB,2015-12-22,19	
BOS,DXB,2015-12-23,13	
BOS,DXB,2015-12-24,7	
BOS,DXB,2015-12-25,13	
BOS,DXB,2015-12-26,13	
BOS,DXB,2015-12-27,8	
BOS,DXB,2015-12-28,4	
BOS,DXB,2015-12-29,8	
BOS,DXB,2015-12-30,8	
BOS,DXB,2015-12-31,3	
BOS,DXB,2016-01-01,11	
BOS,DXB,2016-01-02,17	
BOS,DXB,2016-01-03,14	
BOS,DXB,2016-01-04,17	
BOS,DXB,2016-01-05,12	
BOS,DXB,2016-01-06,13	
BOS,DXB,2016-01-07,14	
BOS,DXB,2016-01-08,22	
BOS,DXB,2016-01-09,24	
BOS,DXB,2016-01-10,11	
BOS,DXB,2016-01-11,10	
BOS,DXB,2016-01-12,7	
BOS,DXB,2016-01-13,13	
BOS,DXB,2016-01-14,18	
BOS,DXB,2016-01-15,35	
BOS,DXB,2016-01-16,26	
BOS,DXB,2016-01-17,11	
BOS,DXB,2016-01-18,16	
BOS,DXB,2016-01-19,7	
BOS,DXB,2016-01-20,7	
BOS,DXB,2016-01-21,19	
BOS,DXB,2016-01-22,26	
BOS,DXB,2016-01-23,16	
BOS,DXB,2016-01-24,8	
BOS,DXB,2016-01-25,6	
BOS,DXB,2016-01-26,9	
BOS,DXB,2016-01-27,8	
BOS,DXB,2016-01-28,14	
BOS,DXB,2016-01-29,14	
BOS,DXB,2016-01-30,23	
BOS,DXB,2016-01-31,21	
BOS,DXB,2016-02-01,9	
BOS,DXB,2016-02-02,8	
BOS,DXB,2016-02-03,6	
BOS,DXB,2016-02-04,15	
BOS,DXB,2016-02-05,24	
BOS,DXB,2016-02-06,16	
BOS,DXB,2016-02-07,17	
BOS,DXB,2016-02-08,16	
BOS,DXB,2016-02-09,11	
BOS,DXB,2016-02-10,23	
BOS,DXB,2016-02-11,20	
BOS,DXB,2016-02-12,27	
BOS,DXB,2016-02-13,21	
BOS,DXB,2016-02-14,13	
BOS,DXB,2016-02-15,18	
BOS,DXB,2016-02-16,2	
BOS,DXB,2016-02-17,10	
BOS,DXB,2016-02-18,9	
BOS,DXB,2016-02-19,25	
BOS,DXB,2016-02-20,16	
BOS,DXB,2016-02-21,15	
BOS,DXB,2016-02-22,8	
BOS,DXB,2016-02-23,13	
BOS,DXB,2016-02-24,12	
BOS,DXB,2016-02-25,22	
BOS,DXB,2016-02-26,22	
BOS,DXB,2016-02-27,34	
BOS,DXB,2016-02-28,13	
BOS,DXB,2016-02-29,12	
BOS,DXB,2016-03-01,9	
BOS,DXB,2016-03-02,10	
BOS,DXB,2016-03-03,20	
BOS,DXB,2016-03-04,21	
BOS,DXB,2016-03-05,23	
BOS,DXB,2016-03-06,8	
BOS,DXB,2016-03-07,2	
BOS,DXB,2016-03-08,18	
BOS,DXB,2016-03-09,18	
BOS,DXB,2016-03-10,29	
BOS,DXB,2016-03-11,37	
BOS,DXB,2016-03-12,39	
BOS,DXB,2016-03-13,13	
BOS,DXB,2016-03-14,12	
BOS,DXB,2016-03-15,9	
BOS,DXB,2016-03-16,11	
BOS,DXB,2016-03-17,15	
BOS,DXB,2016-03-18,27	
BOS,DXB,2016-03-19,18	
BOS,DXB,2016-03-20,19	
BOS,DXB,2016-03-21,14	
BOS,DXB,2016-03-22,7	
BOS,DXB,2016-03-23,8	
BOS,DXB,2016-03-24,16	
BOS,DXB,2016-03-25,26	
BOS,DXB,2016-03-26,9	
BOS,DXB,2016-03-27,6	
BOS,DXB,2016-03-28,7	
BOS,DXB,2016-03-29,9	
BOS,DXB,2016-03-30,2	
BOS,DXB,2016-03-31,19	
BOS,DXB,2016-04-01,24	
BOS,DXB,2016-04-02,27	
BOS,DXB,2016-04-03,14	
BOS,DXB,2016-04-04,17	
BOS,DXB,2016-04-05,19	
BOS,DXB,2016-04-06,13	
BOS,DXB,2016-04-07,9	
BOS,DXB,2016-04-08,38	
BOS,DXB,2016-04-09,17	
BOS,DXB,2016-04-10,21	
BOS,DXB,2016-04-11,11	
BOS,DXB,2016-04-12,7	
BOS,DXB,2016-04-13,9	
BOS,DXB,2016-04-14,20	
BOS,DXB,2016-04-15,22	
BOS,DXB,2016-04-16,11	
BOS,DXB,2016-04-17,15	
BOS,DXB,2016-04-18,11	
BOS,DXB,2016-04-19,10	
BOS,DXB,2016-04-20,18	
BOS,DXB,2016-04-21,24	
BOS,DXB,2016-04-22,11	
BOS,DXB,2016-04-23,18	
BOS,DXB,2016-04-24,22	
BOS,DXB,2016-04-25,14	
BOS,DXB,2016-04-26,4	
