FAREID,JRNY_TYPE_ID,RTGNO,POS,REGION,ORIG,DEST,FARECLS,COMPARTMENT,FARE_CURR,PAX_TYPE,SALE_STR_DATE,SALE_END_DATE,TRAVEL_STR_DATE,TRAVEL_END_DATE,SEASON_STR_DATE,SEASON_END_DATE,DOW,MIN_STAY_UNIT,MIN_STAY_VAL,MAX_STAY_UNIT,MAX_STAY_VAL,FARE_TYPE,DEPARTURE_DATE,SNAP_DATE,CXR,BKG_TY,BKG_LY,BKG_YTD,RANK,MS_PERC,RNK_BASIS,YQ_YR_AMT_BC,Q_FUEL_AMT_BC,FAREAMT_BC,TAX_AMT_BC,Q_OTHERS_AMT_BC,TOTAL_AMT_BC,LAST_TOUCHED_DATE,INBOUND_BLACKOUT,EFFDT,ACTDISCDT,GPS_REC_STATUS,AP_UNIT,AP_VALUE,HUB,FLTRESTRICTION,RBD,YQ_YR_AMT,Q_FUEL_AMT,FAREAMT,TAX_AMT,Q_OTHERS_AMT,TOTAL_AMT,YQ_YR_AMT_EKFC,Q_FUEL_AMT_EKFC,FAREAMT_EKFC,TAX_AMT_EKFC,Q_OTHERS_AMT_EKFC,TOTAL_AMT_EKFC,CREATED_DATE,CREATED_BY,USD_TO_AED_MULT
2530019781,2,0700,US,AMERICAS,HOU,TRV,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,12/9/17,71234,,,M,12,S,9/5/17,8/14/17,EK,423,304,0,0,51.77,,650,0,1642,109.02,0,2401.02,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1642,109.02,0,2401.02,650,0,1642,109.02,0,2401.02,8/14/17,GPS,3.67303
2530017609,2,0700,US,AMERICAS,HOU,MED,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,10/31/17,4567,,,M,12,S,9/21/17,8/14/17,EK,177,271,0,0,50,,598,0,1674,127.51,0,2399.51,7/13/17,Y,2/28/17,12/31/99,,,,DXB,,R,598,0,1674,127.51,0,2399.51,598,0,1674,127.51,0,2399.51,8/14/17,GPS,3.67303
2530110359,2,0700,US,AMERICAS,SEA,DXB,WKXESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,D,4,M,12,S,9/25/17,8/14/17,EK,1452,1381,0,0,78.61,,484,0,1822,90.73,0,2396.73,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,484,0,1822,90.73,0,2396.73,484,0,1822,90.73,0,2396.73,8/14/17,GPS,3.67303
2530129315,2,0700,US,AMERICAS,WAS,DAC,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/5/17,8/29/17,71234,,,M,12,S,8/15/17,8/14/17,EK,825,834,0,0,45.68,,624,0,1596,175.74,0,2395.74,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,624,0,1596,175.74,0,2395.74,624,0,1596,175.74,0,2395.74,8/14/17,GPS,3.67303
2530026663,2,0700,US,AMERICAS,LAX,NBO,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/1/17,10/31/17,4567,,,M,12,S,8/26/17,8/14/17,EK,307,147,0,0,16.78,,588,0,1674,127.12,0,2389.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1674,127.12,0,2389.12,588,0,1674,127.12,0,2389.12,8/14/17,GPS,3.67303
2530049323,2,0700,US,AMERICAS,NYC,MLE,WLXESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,12/7/17,71234,D,4,M,12,S,9/5/17,8/14/17,EK,554,414,0,0,63.82,,624,0,1631,131.62,0,2386.62,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,624,0,1631,131.62,0,2386.62,624,0,1631,131.62,0,2386.62,8/14/17,GPS,3.67303
2529927497,2,0700,US,AMERICAS,BOS,BEY,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,10/31/17,71234,,,M,12,S,9/4/17,8/14/17,EK,205,123,0,0,5.93,,588,0,1681,116.42,0,2385.42,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1681,116.42,0,2385.42,588,0,1681,116.42,0,2385.42,8/14/17,GPS,3.67303
2530052449,2,0700,US,AMERICAS,NYC,TRV,E1KXFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,12/7/17,71234,,,M,12,S,9/19/17,8/14/17,EK,1398,1314,0,0,32.66,,650,0,1620,113.52,0,2383.52,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,650,0,1620,113.52,0,2383.52,650,0,1620,113.52,0,2383.52,8/14/17,GPS,3.67303
2530052449,2,0700,US,AMERICAS,NYC,TRV,E1KXFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,12/7/17,71234,,,M,12,S,9/13/17,8/14/17,EK,1398,1314,0,0,32.66,,650,0,1620,113.52,0,2383.52,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,650,0,1620,113.52,0,2383.52,650,0,1620,113.52,0,2383.52,8/14/17,GPS,3.67303
2530012738,2,0700,US,AMERICAS,HOU,BGW,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,10/31/17,4567,D,4,M,12,S,8/19/17,8/14/17,EK,183,240,0,0,30.55,,588,0,1674,99.12,20,2381.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1674,99.12,20,2381.12,588,0,1674,99.12,20,2381.12,8/14/17,GPS,3.67303
2530134453,2,0700,US,AMERICAS,WAS,SIN,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,8/27/17,8/14/17,EK,227,239,0,0,14.36,,600,0,1674,106.57,0,2380.57,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1674,106.57,0,2380.57,600,0,1674,106.57,0,2380.57,8/14/17,GPS,3.67303
2529981167,2,0700,US,AMERICAS,DFW,THR,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,10/31/17,71234,,,M,12,S,8/30/17,8/14/17,EK,264,355,0,0,29.3,,588,0,1674,117.89,0,2379.89,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1674,117.89,0,2379.89,588,0,1674,117.89,0,2379.89,8/14/17,GPS,3.67303
2530012846,2,0700,US,AMERICAS,HOU,BKK,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,8/17/17,8/14/17,EK,171,124,0,0,4.39,,600,0,1676,101.20,0,2377.20,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1676,101.20,0,2377.20,600,0,1676,101.20,0,2377.20,8/14/17,GPS,3.67303
2529931337,2,0700,US,AMERICAS,BOS,CAI,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,10/31/17,71234,,,M,12,S,8/24/17,8/14/17,EK,193,72,0,0,11.74,,588,0,1674,110.43,0,2372.43,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1674,110.43,0,2372.43,588,0,1674,110.43,0,2372.43,8/14/17,GPS,3.67303
2530056035,2,0700,US,AMERICAS,ORL,DMM,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,,,M,12,S,9/17/17,8/14/17,EK,41,91,0,0,74.55,,598,0,1644,127.51,0,2369.51,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,598,0,1644,127.51,0,2369.51,598,0,1644,127.51,0,2369.51,8/14/17,GPS,3.67303
2530114128,2,0700,US,AMERICAS,SEA,MCT,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,,,M,12,S,8/16/17,8/14/17,EK,18,16,0,0,40,,588,0,1674,107.29,0,2369.29,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1674,107.29,0,2369.29,588,0,1674,107.29,0,2369.29,8/14/17,GPS,3.67303
2529946848,2,0700,US,AMERICAS,BOS,MLE,RLXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/4/17,12/7/17,71234,,,M,12,S,9/20/17,8/14/17,EK,132,171,0,0,81.99,,624,0,1613,131.62,0,2368.62,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,624,0,1613,131.62,0,2368.62,624,0,1613,131.62,0,2368.62,8/14/17,GPS,3.67303
2530105190,2,0700,US,AMERICAS,SEA,ADD,WKXESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,D,4,M,12,S,8/27/17,8/14/17,EK,714,1261,0,0,54.92,,588,0,1672,107.12,0,2367.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1672,107.12,0,2367.12,588,0,1672,107.12,0,2367.12,8/14/17,GPS,3.67303
2530134270,2,0700,US,AMERICAS,WAS,SGN,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,9/26/17,8/14/17,EK,219,400,0,0,3.81,,600,0,1662,103.12,0,2365.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1662,103.12,0,2365.12,600,0,1662,103.12,0,2365.12,8/14/17,GPS,3.67303
2529970503,2,0700,US,AMERICAS,DFW,CHC,MLX6SUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,1,SUN,M,6,S,9/20/17,8/14/17,EK,,,,,0,,692,0,1545,123.88,0,2360.88,8/9/17,,2/28/17,12/31/99,,,,DXB,,M,692,0,1545,123.88,0,2360.88,692,0,1545,123.88,0,2360.88,8/14/17,GPS,3.67303
2530022289,2,0700,US,AMERICAS,LAX,CHC,WLWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,4567,D,4,M,12,S,9/21/17,8/14/17,EK,0,1,0,0,0,,692,0,1545,123.88,0,2360.88,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,692,0,1545,123.88,0,2360.88,692,0,1545,123.88,0,2360.88,8/14/17,GPS,3.67303
2529978445,2,0700,US,AMERICAS,DFW,LOS,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,10/31/17,71234,,,M,12,S,9/25/17,8/14/17,EK,81,259,0,0,4.47,,588,0,1624,147.12,0,2359.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1624,147.12,0,2359.12,588,0,1624,147.12,0,2359.12,8/14/17,GPS,3.67303
2530020928,2,0700,US,AMERICAS,LAX,BAH,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/1/18,10/31/18,4567,,,M,12,S,7/21/18,8/14/17,EK,59,78,0,0,11.71,,588,0,1674,96.13,0,2358.13,7/22/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1674,96.13,0,2358.13,588,0,1674,96.13,0,2358.13,8/14/17,GPS,3.67303
2530045673,2,0700,US,AMERICAS,NYC,HKT,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,9/3/17,8/14/17,EK,326,592,0,0,8.76,,600,0,1649,105.70,0,2354.70,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1649,105.70,0,2354.70,600,0,1649,105.70,0,2354.70,8/14/17,GPS,3.67303
2530024622,2,0700,US,AMERICAS,LAX,JED,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/1/17,10/31/17,4567,,,M,12,S,9/2/17,8/14/17,EK,100,188,0,0,8.09,,598,0,1624,127.51,0,2349.51,7/13/17,Y,2/28/17,12/31/99,,,,DXB,,R,598,0,1624,127.51,0,2349.51,598,0,1624,127.51,0,2349.51,8/14/17,GPS,3.67303
2530048484,2,0700,US,AMERICAS,NYC,MAA,M1HXSUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/8/18,7/6/18,71234,1,SUN,M,6,S,7/3/18,8/14/17,EK,3008,3938,0,0,25.8,,650,0,1600,97.68,0,2347.68,7/13/17,,2/28/17,12/31/99,,,,DXB,,M,650,0,1600,97.68,0,2347.68,650,0,1600,97.68,0,2347.68,8/14/17,GPS,3.67303
2530024303,2,0700,US,AMERICAS,LAX,HYD,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/1/17,12/11/17,4567,,,M,12,S,8/17/17,8/14/17,EK,973,946,0,0,31.79,,650,0,1581,114.23,0,2345.23,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1581,114.23,0,2345.23,650,0,1581,114.23,0,2345.23,8/14/17,GPS,3.67303
2530125871,2,0700,US,AMERICAS,SFO,THR,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/9/17,10/31/17,4567,,,M,12,S,9/23/17,8/14/17,EK,530,1121,0,0,23.36,,588,0,1634,122.39,0,2344.39,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1634,122.39,0,2344.39,588,0,1634,122.39,0,2344.39,8/14/17,GPS,3.67303
2530016529,2,0700,US,AMERICAS,HOU,KBL,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/30/17,11/20/17,71234,,,M,12,S,9/24/17,8/14/17,EK,278,186,0,0,79.43,,624,0,1613,107.12,0,2344.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,624,0,1613,107.12,0,2344.12,624,0,1613,107.12,0,2344.12,8/14/17,GPS,3.67303
2529979884,2,0700,US,AMERICAS,DFW,NBO,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,10/31/17,56,,,M,12,S,8/18/17,8/14/17,EK,914,587,0,0,29.39,,588,0,1624,127.12,0,2339.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1624,127.12,0,2339.12,588,0,1624,127.12,0,2339.12,8/14/17,GPS,3.67303
2529975214,2,0700,US,AMERICAS,DFW,HRE,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,10/31/17,56,D,4,M,12,S,9/15/17,8/14/17,EK,93,55,0,0,28.79,,588,0,1624,127.12,0,2339.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1624,127.12,0,2339.12,588,0,1624,127.12,0,2339.12,8/14/17,GPS,3.67303
2529966326,2,0700,US,AMERICAS,CHI,TRV,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/6/17,12/9/17,4567,,,M,12,S,9/2/17,8/14/17,EK,379,297,0,0,41.38,,650,0,1580,109.02,0,2339.02,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1580,109.02,0,2339.02,650,0,1580,109.02,0,2339.02,8/14/17,GPS,3.67303
2529935547,2,0700,US,AMERICAS,BOS,DPS,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,8/31/17,8/14/17,EK,75,160,0,0,13.84,,600,0,1642,96.63,0,2338.63,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1642,96.63,0,2338.63,600,0,1642,96.63,0,2338.63,8/14/17,GPS,3.67303
2530109277,2,0700,US,AMERICAS,SEA,DAR,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,4567,,,M,12,S,8/24/17,8/14/17,EK,54,76,0,0,39.13,,588,0,1624,126.12,0,2338.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1624,126.12,0,2338.12,588,0,1624,126.12,0,2338.12,8/14/17,GPS,3.67303
2530111488,2,0700,US,AMERICAS,SEA,HYD,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,12/12/17,71234,,,M,12,S,8/20/17,8/14/17,EK,1988,2464,0,0,67.67,,650,0,1572,114.23,0,2336.23,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1572,114.23,0,2336.23,650,0,1572,114.23,0,2336.23,8/14/17,GPS,3.67303
2530047265,2,0700,US,AMERICAS,NYC,KRT,E1KXFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,10/31/17,71234,,,M,12,S,8/21/17,8/14/17,EK,150,145,0,0,15.12,,588,0,1664,83.82,0,2335.82,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1664,83.82,0,2335.82,588,0,1664,83.82,0,2335.82,8/14/17,GPS,3.67303
2529981535,2,0700,US,AMERICAS,DFW,TRV,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,12/9/17,56,,,M,12,S,9/15/17,8/14/17,EK,418,226,0,0,23.25,,650,0,1572,109.02,0,2331.02,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1572,109.02,0,2331.02,650,0,1572,109.02,0,2331.02,8/14/17,GPS,3.67303
2530060536,2,0700,US,AMERICAS,ORL,THR,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,,,M,12,S,9/26/17,8/14/17,EK,62,49,0,0,31.47,,588,0,1624,117.89,0,2329.89,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1624,117.89,0,2329.89,588,0,1624,117.89,0,2329.89,8/14/17,GPS,3.67303
2530018251,2,0700,US,AMERICAS,HOU,NBO,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,10/31/17,71234,,,M,12,S,8/29/17,8/14/17,EK,120,85,0,0,6.58,,588,0,1612,127.12,0,2327.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1612,127.12,0,2327.12,588,0,1612,127.12,0,2327.12,8/14/17,GPS,3.67303
2530020970,2,0700,US,AMERICAS,LAX,BEY,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/1/17,10/31/17,71234,,,M,12,S,9/24/17,8/14/17,EK,557,407,0,0,10.62,,588,0,1624,111.92,0,2323.92,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1624,111.92,0,2323.92,588,0,1624,111.92,0,2323.92,8/14/17,GPS,3.67303
2530114157,2,0700,US,AMERICAS,SEA,MCT,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,4567,D,4,M,12,S,9/22/17,8/14/17,EK,18,16,0,0,40,,588,0,1624,107.29,0,2319.29,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1624,107.29,0,2319.29,588,0,1624,107.29,0,2319.29,8/14/17,GPS,3.67303
2530047097,2,0700,US,AMERICAS,NYC,KBL,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,8/29/17,4567,D,4,M,12,S,8/27/17,8/14/17,EK,318,490,0,0,62.23,,624,0,1583,111.62,0,2318.62,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,624,0,1583,111.62,0,2318.62,624,0,1583,111.62,0,2318.62,8/14/17,GPS,3.67303
2530044714,2,0700,US,AMERICAS,NYC,DUR,R1KWFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,10/31/17,4567,,,M,12,S,9/15/17,8/14/17,EK,185,210,0,0,28.16,,588,0,1610,115.69,0,2313.69,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,588,0,1610,115.69,0,2313.69,588,0,1610,115.69,0,2313.69,8/14/17,GPS,3.67303
2530014862,2,0700,US,AMERICAS,HOU,DOH,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,10/31/17,71234,,,M,12,S,8/22/17,8/14/17,EK,71,86,0,0,11.02,,588,0,1624,101.43,0,2313.43,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1624,101.43,0,2313.43,588,0,1624,101.43,0,2313.43,8/14/17,GPS,3.67303
2529955677,2,0700,US,AMERICAS,CHI,BLR,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/6/17,12/9/17,71234,,,M,12,S,8/21/17,8/14/17,EK,672,779,0,0,11.82,,650,0,1560,103.43,0,2313.43,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,650,0,1560,103.43,0,2313.43,650,0,1560,103.43,0,2313.43,8/14/17,GPS,3.67303
2530130217,2,0700,US,AMERICAS,WAS,DXB,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/5/17,10/31/17,4567,D,4,M,12,S,8/18/17,8/14/17,EK,2033,2172,0,0,45.3,,484,0,1734,95.23,0,2313.23,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,484,0,1734,95.23,0,2313.23,484,0,1734,95.23,0,2313.23,8/14/17,GPS,3.67303
2530012512,2,0700,US,AMERICAS,HOU,BAH,EKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/16/17,10/31/17,71234,,,M,12,S,9/4/17,8/14/17,EK,125,146,0,0,16.87,,588,0,1624,96.13,0,2308.13,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,588,0,1624,96.13,0,2308.13,588,0,1624,96.13,0,2308.13,8/14/17,GPS,3.67303
2530042393,2,0700,US,AMERICAS,NYC,CEB,E1LXFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,8/22/17,8/14/17,EK,188,238,0,0,1.74,,600,0,1626,81.62,0,2307.62,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1626,81.62,0,2307.62,600,0,1626,81.62,0,2307.62,8/14/17,GPS,3.67303
2529933542,2,0700,US,AMERICAS,BOS,COK,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,12/7/17,71234,,,M,12,S,8/30/17,8/14/17,EK,1280,899,0,0,79.55,,650,0,1570,87.52,0,2307.52,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1570,87.52,0,2307.52,650,0,1570,87.52,0,2307.52,8/14/17,GPS,3.67303
2529933542,2,0700,US,AMERICAS,BOS,COK,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/18,12/7/18,71234,,,M,12,S,7/11/18,8/14/17,EK,1280,899,0,0,79.55,,650,0,1570,87.52,0,2307.52,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1570,87.52,0,2307.52,650,0,1570,87.52,0,2307.52,8/14/17,GPS,3.67303
2530040229,2,0700,US,AMERICAS,NYC,AMD,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,12/7/17,4567,,,M,12,S,8/17/17,8/14/17,EK,1166,2138,0,0,10.34,,650,0,1560,95.34,0,2305.34,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1560,95.34,0,2305.34,650,0,1560,95.34,0,2305.34,8/14/17,GPS,3.67303
2530049653,2,0700,US,AMERICAS,NYC,MRU,UKX6SUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/17,10/31/17,71234,1,SUN,M,6,S,9/27/17,8/14/17,EK,76,153,0,0,18.95,,624,0,1540,140.92,0,2304.92,7/13/17,Y,2/28/17,12/31/99,,,,DXB,,U,624,0,1540,140.92,0,2304.92,624,0,1540,140.92,0,2304.92,8/14/17,GPS,3.67303
2530047137,2,0700,US,AMERICAS,NYC,KHI,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/30/17,11/20/17,71234,,,M,12,S,9/6/17,8/14/17,EK,901,1127,0,0,32.57,,624,0,1513,163.33,0,2300.33,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,624,0,1513,163.33,0,2300.33,624,0,1513,163.33,0,2300.33,8/14/17,GPS,3.67303
2530112018,2,0700,US,AMERICAS,SEA,JED,WKXESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,71234,D,4,M,12,S,9/17/17,8/14/17,EK,322,291,0,0,75.41,,598,0,1574,127.51,0,2299.51,7/13/17,Y,2/28/17,12/31/99,,,,DXB,,W,598,0,1574,127.51,0,2299.51,598,0,1574,127.51,0,2299.51,8/14/17,GPS,3.67303
2530113150,2,0700,US,AMERICAS,SEA,KWI,WKWESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,10/31/17,4567,D,4,M,12,S,9/8/17,8/14/17,EK,102,191,0,0,30.91,,588,0,1624,86.74,0,2298.74,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1624,86.74,0,2298.74,588,0,1624,86.74,0,2298.74,8/14/17,GPS,3.67303
2530041007,2,0700,US,AMERICAS,NYC,BKK,ELXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,8/16/17,11/20/17,71234,,,M,12,S,8/31/17,8/14/17,EK,1344,1897,0,0,6.67,,600,0,1591,105.70,0,2296.70,7/13/17,,2/28/17,12/31/99,,,,DXB,,E,600,0,1591,105.70,0,2296.70,600,0,1591,105.70,0,2296.70,8/14/17,GPS,3.67303
2530051080,2,0700,US,AMERICAS,NYC,SEZ,BKX6SUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/7/18,10/31/18,71234,1,SUN,M,6,S,7/15/18,8/14/17,EK,134,59,0,0,48.2,,624,0,1540,131.62,0,2295.62,7/16/17,Y,2/28/17,12/31/99,,,,DXB,,B,624,0,1540,131.62,0,2295.62,624,0,1540,131.62,0,2295.62,8/14/17,GPS,3.67303
2529971408,2,0700,US,AMERICAS,DFW,CPT,WKXESUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,6/17/17,10/31/17,71234,D,4,M,12,S,8/27/17,8/14/17,EK,78,78,0,0,13.4,,588,0,1594,111.19,0,2293.19,7/13/17,,2/28/17,12/31/99,,,,DXB,,W,588,0,1594,111.19,0,2293.19,588,0,1594,111.19,0,2293.19,8/14/17,GPS,3.67303
2530055414,2,0700,US,AMERICAS,ORL,COK,RKXEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/14/17,12/7/17,71234,,,M,12,S,9/6/17,8/14/17,EK,331,238,0,0,80.93,,650,0,1560,83.02,0,2293.02,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,650,0,1560,83.02,0,2293.02,650,0,1560,83.02,0,2293.02,8/14/17,GPS,3.67303
2529957824,2,0700,US,AMERICAS,CHI,CMB,RKWEFUS1,Y,USD,ADT,2/28/17,12/31/99,2/28/17,12/31/99,7/6/17,12/9/17,4567,,,M,12,S,8/27/17,8/14/17,EK,101,109,0,0,14.83,,624,0,1536,127.12,0,2287.12,7/13/17,,2/28/17,12/31/99,,,,DXB,,R,624,0,1536,127.12,0,2287.12,624,0,1536,127.12,0,2287.12,8/14/17,GPS,3.67303
